Timestamp (ms),Humidity (%),Temperature (°F),Temperature (°C)
776000,73.15,59.83,15.46
778000,55.06,65.3,18.5
780000,65.53,62.22,16.79
782000,55.4,62.15,16.75
784000,71.99,61.34,16.3
786000,62.92,61.65,16.47
788000,66.18,60.85,16.03
790000,67.88,66.99,19.44
792000,60.42,66.69,19.27
794000,58.07,63.0,17.22
796000,67.8,59.92,15.51
798000,69.51,63.28,17.38
800000,67.51,67.17,19.54
802000,64.35,66.92,19.4
804000,70.93,66.13,18.96
806000,57.63,65.82,18.79
808000,64.9,60.89,16.05
810000,59.99,60.3,15.72
812000,68.59,66.6,19.22
814000,59.5,64.04,17.8
816000,73.6,66.97,19.43
818000,67.96,60.57,15.87
820000,74.51,64.76,18.2
822000,70.32,63.0,17.22
824000,69.94,66.36,19.09
826000,72.47,65.89,18.83
828000,63.36,62.82,17.12
830000,73.98,61.05,16.14
832000,64.39,62.04,16.69
834000,59.65,62.22,16.79
836000,69.53,63.16,17.31
838000,63.34,67.73,19.85
840000,58.42,66.36,19.09
842000,65.25,63.07,17.26
844000,67.52,61.68,16.49
846000,70.62,65.61,18.67
848000,65.85,60.66,15.92
850000,73.12,61.63,16.46
852000,65.26,63.95,17.75
854000,62.35,64.35,17.97
856000,69.81,62.55,16.97
858000,63.57,64.33,17.96
860000,56.56,65.21,18.45
862000,71.72,59.5,15.28
864000,71.22,66.67,19.26
866000,63.28,61.84,16.58
868000,64.91,66.79,19.33
870000,62.11,63.45,17.47
872000,56.45,62.19,16.77
874000,73.2,64.08,17.82
876000,58.12,65.25,18.47
878000,66.74,63.99,17.77
880000,73.23,65.46,18.59
882000,70.46,67.64,19.8
884000,56.9,59.34,15.19
886000,60.46,64.31,17.95
888000,72.02,64.31,17.95
890000,67.98,66.56,19.2
892000,71.3,64.74,18.19
894000,57.23,62.11,16.73
896000,63.9,66.72,19.29
898000,74.57,61.45,16.36
900000,60.55,63.3,17.39
902000,66.44,60.82,16.01
904000,73.64,61.65,16.47
906000,56.88,60.6,15.89
908000,71.77,60.93,16.07
910000,60.33,67.64,19.8
912000,55.54,65.26,18.48
914000,61.96,60.93,16.07
916000,69.2,66.72,19.29
918000,55.45,59.38,15.21
920000,56.29,67.39,19.66
922000,72.29,59.9,15.5
924000,66.68,59.49,15.27
926000,59.58,65.68,18.71
928000,67.04,61.81,16.56
930000,71.73,66.92,19.4
932000,65.55,60.42,15.79
934000,58.48,64.29,17.94
936000,66.86,67.6,19.78
938000,62.3,67.78,19.88
940000,65.43,66.31,19.06
942000,72.72,59.79,15.44
944000,57.9,64.67,18.15
946000,66.71,60.89,16.05
948000,64.67,63.43,17.46
950000,71.71,65.1,18.39
952000,67.0,64.11,17.84
954000,57.86,67.12,19.51
956000,72.26,60.19,15.66
958000,63.76,63.54,17.52
960000,69.95,63.36,17.42
962000,64.71,60.3,15.72
964000,61.01,61.54,16.41
966000,71.15,67.35,19.64
968000,64.26,60.19,15.66
970000,66.98,60.57,15.87
972000,64.25,63.52,17.51
974000,73.41,60.71,15.95
976000,65.65,66.61,19.23
978000,64.81,61.14,16.19
980000,59.35,59.54,15.3
982000,67.88,62.94,17.19
984000,57.57,63.46,17.48
986000,59.34,61.75,16.53
988000,72.27,67.55,19.75
990000,70.04,61.72,16.51
992000,56.38,59.95,15.53
994000,72.26,65.16,18.42
996000,55.27,63.99,17.77
998000,58.6,60.22,15.68
1000000,66.9,66.92,19.4
1002000,68.9,65.19,18.44
1004000,55.99,60.06,15.59
1006000,68.6,66.94,19.41
1008000,70.24,61.36,16.31
1010000,66.95,63.93,17.74
1012000,59.08,61.66,16.48
1014000,74.14,67.6,19.78
1016000,73.91,66.81,19.34
1018000,63.11,59.02,15.01
1020000,73.95,65.68,18.71
1022000,61.16,64.11,17.84
1024000,72.58,64.83,18.24
1026000,60.56,63.91,17.73
1028000,68.23,59.02,15.01
1030000,60.66,60.37,15.76
1032000,58.53,65.17,18.43
1034000,73.74,65.5,18.61
1036000,65.76,62.2,16.78
1038000,71.54,59.25,15.14
1040000,57.77,65.05,18.36
1042000,56.92,63.77,17.65
1044000,73.76,67.08,19.49
1046000,57.67,59.29,15.16
1048000,69.98,59.34,15.19
1050000,66.68,60.4,15.78
1052000,56.93,65.73,18.74
1054000,64.67,65.16,18.42
1056000,57.62,66.42,19.12
1058000,68.78,60.67,15.93
1060000,67.48,59.74,15.41
1062000,71.79,62.47,16.93
1064000,56.28,65.25,18.47
1066000,69.72,63.28,17.38
1068000,58.35,67.08,19.49
1070000,60.57,59.94,15.52
1072000,74.23,66.63,19.24
1074000,59.57,65.39,18.55
1076000,68.73,67.77,19.87
1078000,55.15,65.46,18.59
1080000,62.11,63.68,17.6
1082000,57.79,67.35,19.64
1084000,65.65,67.41,19.67
1086000,72.84,63.63,17.57
1088000,74.31,65.86,18.81
1090000,60.53,59.0,15.0
1092000,65.43,65.82,18.79
1094000,68.24,59.81,15.45
1096000,65.2,60.57,15.87
1098000,70.62,59.86,15.48
1100000,71.95,61.5,16.39
1102000,58.43,63.91,17.73
1104000,58.55,63.7,17.61
1106000,68.95,60.58,15.88
1108000,67.08,60.33,15.74
1110000,56.88,62.69,17.05
1112000,56.59,61.68,16.49
1114000,62.33,62.71,17.06
1116000,71.0,66.07,18.93
1118000,68.46,63.09,17.27
1120000,67.7,67.12,19.51
1122000,62.4,63.93,17.74
1124000,71.78,61.2,16.22
1126000,71.6,62.49,16.94
1128000,59.76,63.01,17.23
1130000,62.39,64.69,18.16
1132000,74.3,63.59,17.55
1134000,55.22,67.24,19.58
1136000,70.34,61.92,16.62
1138000,56.76,61.23,16.24
1140000,63.71,59.7,15.39
1142000,59.9,65.39,18.55
1144000,66.53,67.69,19.83
1146000,66.45,60.13,15.63
1148000,70.09,64.9,18.28
1150000,64.19,65.97,18.87
1152000,62.96,64.54,18.08
1154000,58.72,64.53,18.07
1156000,63.95,64.24,17.91
1158000,70.54,60.73,15.96
1160000,61.83,60.13,15.63
1162000,58.4,60.3,15.72
1164000,71.39,61.47,16.37
1166000,65.36,65.48,18.6
1168000,73.11,64.11,17.84
1170000,63.1,61.2,16.22
1172000,64.07,59.05,15.03
1174000,72.26,62.37,16.87
1176000,69.2,61.47,16.37
1178000,57.11,62.11,16.73
1180000,60.43,67.6,19.78
1182000,58.44,59.88,15.49
1184000,65.85,65.32,18.51
1186000,62.76,66.87,19.37
1188000,72.39,63.93,17.74
1190000,58.0,59.94,15.52
1192000,68.88,60.4,15.78
1194000,66.05,60.26,15.7
1196000,55.1,60.22,15.68
1198000,60.39,63.91,17.73
1200000,70.42,62.98,17.21
1202000,64.58,64.98,18.32
1204000,68.88,61.88,16.6
1206000,59.71,66.18,18.99
1208000,57.2,63.01,17.23
1210000,60.82,63.84,17.69
1212000,66.28,64.81,18.23
1214000,63.11,59.07,15.04
1216000,56.44,64.72,18.18
1218000,64.69,63.54,17.52
1220000,56.03,59.5,15.28
1222000,70.8,64.29,17.94
1224000,62.42,61.43,16.35
1226000,74.47,66.47,19.15
1228000,74.45,62.92,17.18
1230000,73.01,61.21,16.23
1232000,66.69,67.06,19.48
1234000,56.81,60.98,16.1
1236000,56.14,61.0,16.11
1238000,63.49,67.41,19.67
1240000,58.51,65.16,18.42
1242000,73.84,63.27,17.37
1244000,71.88,61.52,16.4
1246000,69.73,61.36,16.31
1248000,56.71,64.56,18.09
1250000,69.04,65.57,18.65
1252000,55.52,66.6,19.22
1254000,57.61,62.89,17.16
1256000,74.57,66.83,19.35
1258000,70.68,62.13,16.74
1260000,65.31,65.84,18.8
1262000,62.33,62.08,16.71
1264000,64.12,63.64,17.58
1266000,73.24,67.89,19.94
1268000,74.51,67.03,19.46
1270000,63.59,62.24,16.8
1272000,57.09,67.87,19.93
1274000,69.44,64.26,17.92
1276000,61.91,64.94,18.3
1278000,60.06,60.67,15.93
1280000,59.68,66.38,19.1
1282000,58.19,66.29,19.05
1284000,72.94,66.11,18.95
1286000,63.36,61.86,16.59
1288000,72.18,61.32,16.29
1290000,65.73,59.54,15.3
1292000,55.57,63.12,17.29
1294000,59.32,66.45,19.14
1296000,73.34,63.25,17.36
1298000,65.86,65.8,18.78
1300000,67.01,65.75,18.75
1302000,67.02,66.34,19.08
1304000,74.28,66.25,19.03
1306000,58.55,64.45,18.03
1308000,68.21,60.06,15.59
1310000,64.5,64.94,18.3
1312000,60.08,64.44,18.02
1314000,66.71,62.2,16.78
1316000,62.64,64.96,18.31
1318000,71.74,59.38,15.21
1320000,64.87,60.51,15.84
1322000,58.71,64.24,17.91
1324000,70.04,61.48,16.38
1326000,57.06,61.05,16.14
1328000,63.26,64.99,18.33
1330000,58.44,63.19,17.33
1332000,66.77,59.94,15.52
1334000,60.52,65.52,18.62
1336000,61.73,61.57,16.43
1338000,62.33,64.65,18.14
1340000,61.81,67.28,19.6
1342000,70.75,60.64,15.91
1344000,58.73,63.39,17.44
1346000,67.04,61.11,16.17
1348000,74.24,64.4,18.0
1350000,73.3,62.65,17.03
1352000,57.62,61.45,16.36
1354000,57.15,67.57,19.76
1356000,72.75,62.31,16.84
1358000,73.72,63.41,17.45
1360000,55.35,62.11,16.73
1362000,56.38,59.5,15.28
1364000,59.32,65.19,18.44
1366000,56.69,64.96,18.31
1368000,55.89,59.11,15.06
1370000,69.53,66.69,19.27
1372000,69.08,59.43,15.24
1374000,67.93,66.76,19.31
1376000,61.04,61.0,16.11
1378000,73.34,65.57,18.65
1380000,69.69,60.98,16.1
1382000,72.42,61.32,16.29
1384000,57.36,60.64,15.91
1386000,72.7,67.35,19.64
1388000,57.65,66.72,19.29
1390000,64.13,65.5,18.61
1392000,70.61,61.93,16.63
1394000,70.7,66.74,19.3
1396000,63.1,64.54,18.08
1398000,56.65,64.22,17.9
1400000,63.44,59.41,15.23
1402000,74.67,60.93,16.07
1404000,70.51,64.4,18.0
1406000,59.45,67.21,19.56
1408000,65.24,67.21,19.56
1410000,63.71,65.3,18.5
1412000,74.02,60.26,15.7
1414000,58.42,59.2,15.11
1416000,72.98,60.85,16.03
1418000,62.98,60.55,15.86
1420000,71.81,67.35,19.64
1422000,61.89,67.14,19.52
1424000,66.03,60.06,15.59
1426000,55.93,62.01,16.67
1428000,56.22,64.38,17.99
1430000,70.39,62.58,16.99
1432000,61.83,59.79,15.44
1434000,69.91,64.85,18.25
1436000,74.02,61.27,16.26
1438000,55.04,64.54,18.08
1440000,70.88,66.69,19.27
1442000,67.04,62.85,17.14
1444000,63.18,63.14,17.3
1446000,72.38,62.24,16.8
1448000,60.46,63.14,17.3
1450000,68.14,64.54,18.08
1452000,55.93,63.81,17.67
1454000,68.76,66.65,19.25
1456000,65.66,61.81,16.56
1458000,61.86,63.14,17.3
1460000,61.04,66.83,19.35
1462000,70.86,60.22,15.68
1464000,61.66,61.0,16.11
1466000,61.77,60.57,15.87
1468000,61.5,66.2,19.0
1470000,62.05,60.06,15.59
1472000,56.21,66.58,19.21
1474000,56.03,62.62,17.01
1476000,62.66,59.02,15.01
1478000,58.81,61.59,16.44
1480000,72.77,64.83,18.24
1482000,68.74,63.88,17.71
1484000,69.75,67.55,19.75
1486000,59.1,60.03,15.57
1488000,55.12,64.51,18.06
1490000,62.6,62.92,17.18
1492000,56.03,61.41,16.34
1494000,69.49,67.08,19.49
1496000,68.14,61.57,16.43
1498000,72.85,63.68,17.6
1500000,64.07,59.07,15.04
1502000,66.52,62.47,16.93
1504000,58.29,62.56,16.98
1506000,71.89,67.12,19.51
1508000,57.04,59.83,15.46
1510000,69.61,67.75,19.86
1512000,72.08,59.41,15.23
1514000,64.38,66.78,19.32
1516000,72.97,60.19,15.66
1518000,69.6,59.52,15.29
1520000,71.66,63.63,17.57
1522000,73.74,61.79,16.55
1524000,71.44,67.32,19.62
1526000,69.42,63.72,17.62
1528000,60.23,64.87,18.26
1530000,65.52,61.25,16.25
1532000,56.86,61.09,16.16
1534000,60.51,59.4,15.22
1536000,73.06,66.09,18.94
1538000,64.87,60.03,15.57
1540000,55.72,61.09,16.16
1542000,61.7,64.81,18.23
1544000,60.55,65.64,18.69
1546000,65.96,66.85,19.36
1548000,67.71,67.86,19.92
1550000,56.86,65.75,18.75
1552000,57.43,63.39,17.44
1554000,65.72,62.51,16.95
1556000,71.81,63.57,17.54
1558000,61.54,65.21,18.45
1560000,65.35,59.9,15.5
1562000,57.16,63.23,17.35
1564000,72.18,65.32,18.51
1566000,63.83,60.08,15.6
1568000,72.38,62.06,16.7
1570000,68.42,67.84,19.91
1572000,65.91,64.02,17.79
1574000,60.14,61.12,16.18
1576000,56.28,63.5,17.5
1578000,74.26,63.61,17.56
1580000,72.3,64.15,17.86
1582000,55.94,59.23,15.13
1584000,57.27,62.71,17.06
1586000,59.1,65.73,18.74
1588000,55.25,63.81,17.67
1590000,70.76,63.77,17.65
1592000,60.84,63.61,17.56
1594000,64.73,59.09,15.05
1596000,65.48,60.01,15.56
1598000,70.24,62.02,16.68
1600000,63.45,60.64,15.91
1602000,65.8,65.62,18.68
1604000,57.74,67.39,19.66
1606000,67.38,59.81,15.45
1608000,71.44,64.8,18.22
1610000,59.71,67.68,19.82
1612000,72.56,61.65,16.47
1614000,74.52,62.22,16.79
1616000,63.98,66.36,19.09
1618000,74.49,66.43,19.13
1620000,63.36,65.17,18.43
1622000,67.3,67.17,19.54
1624000,73.84,63.19,17.33
1626000,60.4,62.37,16.87
1628000,61.49,64.78,18.21
1630000,55.61,65.08,18.38
1632000,57.78,59.77,15.43
1634000,68.7,66.0,18.89
1636000,64.94,65.41,18.56
1638000,56.11,61.32,16.29
1640000,58.93,59.32,15.18
1642000,61.85,66.27,19.04
1644000,70.43,59.86,15.48
1646000,72.16,60.1,15.61
1648000,74.51,65.82,18.79
1650000,59.35,64.58,18.1
1652000,60.94,62.64,17.02
1654000,69.86,67.98,19.99
1656000,74.94,62.1,16.72
1658000,60.9,67.68,19.82
1660000,72.25,59.23,15.13
1662000,59.97,66.51,19.17
1664000,56.72,64.54,18.08
1666000,60.3,64.62,18.12
1668000,72.68,63.39,17.44
1670000,63.3,65.21,18.45
1672000,62.74,64.4,18.0
1674000,71.12,64.22,17.9
1676000,70.77,67.41,19.67
1678000,64.09,63.95,17.75
1680000,73.21,61.48,16.38
1682000,57.18,64.2,17.89
1684000,64.72,63.79,17.66
1686000,61.28,66.87,19.37
1688000,59.9,65.97,18.87
1690000,72.49,62.55,16.97
1692000,55.83,59.61,15.34
1694000,60.24,65.71,18.73
1696000,70.93,67.44,19.69
1698000,63.3,61.95,16.64
1700000,74.54,67.06,19.48
1702000,73.56,67.96,19.98
1704000,68.19,61.63,16.46
1706000,60.52,59.16,15.09
1708000,62.48,60.66,15.92
1710000,60.84,65.93,18.85
1712000,69.56,64.56,18.09
1714000,71.13,62.29,16.83
1716000,59.78,62.64,17.02
1718000,60.93,61.07,16.15
1720000,68.42,63.14,17.3
1722000,67.93,62.76,17.09
1724000,72.39,67.59,19.77
1726000,70.57,63.14,17.3
1728000,59.25,61.92,16.62
1730000,56.26,64.98,18.32
1732000,59.53,64.13,17.85
1734000,69.43,67.35,19.64
1736000,68.44,66.33,19.07
1738000,67.33,62.29,16.83
1740000,57.25,61.36,16.31
1742000,64.7,64.69,18.16
1744000,73.73,60.44,15.8
1746000,55.85,67.44,19.69
1748000,61.24,64.78,18.21
1750000,63.83,64.92,18.29
1752000,55.61,65.17,18.43
1754000,74.66,66.87,19.37
1756000,72.08,64.89,18.27
1758000,63.55,59.09,15.05
1760000,67.31,62.02,16.68
1762000,69.47,67.84,19.91
1764000,63.84,62.67,17.04
1766000,59.87,64.54,18.08
1768000,67.62,61.41,16.34
1770000,73.77,61.23,16.24
1772000,70.15,59.43,15.24
1774000,67.04,63.72,17.62
1776000,62.79,61.21,16.23
1778000,70.83,66.67,19.26
1780000,58.09,63.0,17.22
1782000,74.54,62.01,16.67
1784000,64.44,59.16,15.09
1786000,67.08,60.37,15.76
1788000,62.9,66.18,18.99
1790000,73.78,64.9,18.28
1792000,55.26,67.82,19.9
1794000,73.79,60.3,15.72
1796000,55.14,60.71,15.95
1798000,60.84,64.85,18.25
1800000,68.3,63.61,17.56
1802000,59.51,64.76,18.2
